,network,eventStart,az,pvW,batWh,dischargeRateW,capex,dollarPerBatkWh,annualPVkWhDC_degraded,annualPVkWhAC_degraded,avoidedGridCosts_degInf,maxAutoParticipationMonthlyW_degraded,maxAutoParticipationW_degraded,avgMAPw,totalDRratekW,drIncMonthly_degraded,drIncAnnual_deg,annualIncome_degInf,LCOSS,realRoi,Cycles,lifespan,workingLife,profitableYears,incomeAfterRoi,iarSplit
0,city hall,11,180,50,288.0,57.6,525.2892125000001,0.0018239208767361116,"[67.11372843057809, 66.4425911462723, 65.77816523480959, 65.1203835824615, 64.46917974663687, 63.8244879491705, 63.1862430696788, 62.55438063898201, 61.9288368325922, 61.30954846426627]","[19.473351576903436, 18.912768042074525, 18.357790342593912, 17.808362420108104, 17.264428776847137, 16.725934470018792, 16.192825106258734, 15.665046836136272, 15.14254634871504, 14.625270866168014]","[4.346452071964847, 4.328129471613908, 4.307412962379142, 4.284212932433048, 4.258437065714738, 4.229990266936492, 4.198774584593988, 4.16468913192828, 4.127630005786158, 4.0874902033241645]","[[64.69952215380701, 64.78502876743813, 64.54061439489756, 63.68870308877189, 62.16597120488612], [64.47234861412487, 64.55700102593465, 64.31516314579099, 63.471765148721474, 61.964074454422615], [64.24744039966856, 64.33124713447538, 64.09196029562706, 63.256990590022845, 61.76419142982616], [64.02477498474829, 64.10774448246457, 63.870983482076, 63.044357898223666, 61.56630209814669], [63.804330066392566, 63.886470682867085, 63.65221056401022, 62.833845771640824, 61.370386624687896], [63.586083562171694, 63.667403570023545, 63.43561961934064, 62.625433119280025, 61.176425371065946], [63.37001360804179, 63.45052119748611, 63.2211889428734, 62.41909905877521, 60.98439889328697], [63.15609855620947, 63.23580183587508, 63.008897044187236, 62.21482291434772, 60.79428793984272], [62.944316973016925, 63.02322397075591, 62.79872264553112, 62.01258421478488, 60.60607344982467], [62.73464763684713, 62.81276630053644, 62.590644679741985, 61.812362691437954, 60.419736551056104]]","[62.16597120488612, 61.964074454422615, 61.76419142982616, 61.56630209814669, 61.370386624687896, 61.176425371065946, 60.98439889328697, 60.79428793984272, 60.60607344982467, 60.419736551056104]",61.28118480170459,36,"[[2.3291827975370523, 2.3322610356277726, 2.323462118216312, 2.292793311195788, 2.2379749633759003], [2.3210045501084955, 2.3240520369336477, 2.3153458732484755, 2.284983545353973, 2.2307066803592144], [2.3129078543880683, 2.3159248968411137, 2.3073105706425743, 2.2772516612408227, 2.223510891473742], [2.304891899450938, 2.3078788013687244, 2.299355405354736, 2.2695968843360523, 2.216386875533281], [2.296955882390132, 2.299912944583215, 2.291479580304368, 2.2620184477790697, 2.209333918488764], [2.289099008238181, 2.2920265285208474, 2.2836823062962632, 2.254515592294081, 2.202351313358374], [2.281320489889504, 2.2842187631094997, 2.2759628019434426, 2.2470875661159075, 2.195438360158331], [2.2736195480235413, 2.276488866091503, 2.2683202935907403, 2.2397336249165183, 2.188594365834338], [2.2659954110286096, 2.2688360629472126, 2.2607540152391206, 2.2324530317322555, 2.1818186441936884], [2.2584473149264968, 2.2612595868193117, 2.2532632084707114, 2.2252450568917665, 2.17511051583802]]","[11.515674225952825, 11.476092686003804, 11.436905874586321, 11.398109866043733, 11.359700773545548, 11.321674748707746, 11.284027981216685, 11.24675669845664, 11.209857165140887, 11.173325682946306]","[15.862126297917673, 15.804222157617712, 15.744318836965462, 15.68232279847678, 15.618137839260285, 15.55166501564424, 15.482802565810672, 15.41144583038492, 15.337487170927044, 15.260815886270471]",0.22738245087299572,34.21455516236057,3000,8.219178082191782,8.219178082191782,0.0,0.0,0.0
1,city hall,11,180,60,288.0,57.6,537.2654625000001,0.0018655050781250006,"[80.5364741166937, 79.73110937552676, 78.93379828177149, 78.14446029895377, 77.36301569596424, 76.5893855390046, 75.82349168361455, 75.0652567667784, 74.31460419911062, 73.57145815711951]","[30.68502227348158, 30.01232203168689, 29.346348792310145, 28.68703528532717, 28.034314913414025, 27.388121745220012, 26.74839050870794, 26.115056584560985, 25.4880559996555, 24.86732542059907]","[6.848896971441088, 6.868228659492569, 6.885733022737813, 6.9013289747399345, 6.91493285311022, 6.926458346444914, 6.935816419294772, 6.942915235115808, 6.947660077148347, 6.94995326717014]","[[69.24162638138708, 69.34421336465371, 69.05125584014743, 68.02618318288438, 66.20278876439255], [68.96917353185225, 69.07073588989978, 68.78068525255433, 67.76600306206518, 65.96063973383805], [68.69943598016657, 68.79998393447941, 68.51281156691608, 67.50841610526405, 65.720904645631], [68.43238675704144, 68.53193042738201, 68.24760798941112, 67.25339655272087, 65.48355951055225], [68.16799915922567, 68.26654856464182, 67.98504799066971, 67.00091889885276, 65.24858057628589], [67.90624674691794, 68.0038118067405, 67.72510530319877, 66.75095788978027, 65.01594432510946], [67.64710334120349, 67.74369387603406, 67.46775391883105, 66.50348852087711, 64.7856274716065], [67.39054302151524, 67.48616875420416, 67.21296808619854, 66.25848603434306, 64.55760696040056], [67.13654012311875, 67.23121067973362, 66.96072230822989, 66.01592591679969, 64.3318599639108], [66.88506923462101, 66.97879414540564, 66.71099133967132, 65.77578389690896, 64.10836388012896]]","[66.20278876439255, 65.96063973383805, 65.720904645631, 65.48355951055225, 65.24858057628589, 65.01594432510946, 64.7856274716065, 64.55760696040056, 64.3318599639108, 64.10836388012896]",65.14158758318561,36,"[[2.4926985497299348, 2.4963916811275335, 2.4858452102453077, 2.4489425945838375, 2.3833003955181318], [2.482890247146681, 2.486546492036392, 2.476104669091956, 2.4395761102343463, 2.3745830304181696], [2.473179695285997, 2.476799421641259, 2.4664612164089794, 2.4303029797895057, 2.3659525672427155], [2.463565923253492, 2.4671494953857525, 2.4569138876188004, 2.4211222758979516, 2.357408142379881], [2.454047969732124, 2.457595748327106, 2.44746172766411, 2.4120330803586993, 2.3489489007462923], [2.444624882889046, 2.4481372250426583, 2.438103790915156, 2.4030344840320894, 2.3405739957039406], [2.435295720283326, 2.438772979537226, 2.428839141077918, 2.394125586751576, 2.3322825889778342], [2.426059548774549, 2.4295020751513494, 2.419666851103148, 2.38530549723635, 2.3240738505744205], [2.416915444432275, 2.42032358447041, 2.410586003096276, 2.376573333004789, 2.315946958700789], [2.4078624924463563, 2.411236589234603, 2.4015956882281677, 2.367928220288723, 2.3079010996846425]]","[12.307178431204745, 12.259700548927547, 12.212695880368457, 12.166159724535879, 12.12008742682833, 12.074474378582888, 12.029316016627881, 11.984607822839816, 11.940345323704538, 11.896524089882492]","[19.156075402645833, 19.127929208420117, 19.09842890310627, 19.067488699275813, 19.03502027993855, 19.000932725027802, 18.965132435922655, 18.927523057955625, 18.888005400852883, 18.84647735705263]",0.22759500481330996,28.4200178342555,3000,8.219178082191782,8.219178082191782,0.0,0.0,0.0
2,city hall,11,180,70,288.0,57.6,549.2417125000001,0.0019070892795138893,"[93.95921980280932, 93.01962760478122, 92.08943132873341, 91.16853701544608, 90.2568516452916, 89.35428312883869, 88.46074029755032, 87.5761328945748, 86.70037156562906, 85.83336784997276]","[41.89669297005973, 41.11187602129926, 40.3349072420264, 39.565708150546264, 38.80420104998092, 38.05030902042123, 37.30395591115716, 36.5650663329857, 35.83356565059598, 35.10937997503014]","[9.351341870917333, 9.408327847371233, 9.464053083096486, 9.518445017046828, 9.571428640505703, 9.622926425953334, 9.67285825399556, 9.721141338303337, 9.76769014851054, 9.81241633101612]","[[73.78112762598977, 73.90078799452834, 73.55944982926431, 72.36122764481395, 70.23747784815848], [73.46344726596351, 73.58191272487407, 73.24395706025913, 72.05785381230643, 69.95511889418022], [73.14893114560242, 73.26621361026952, 72.93160723582918, 71.75750196194852, 69.6755732561321], [72.83754787253218, 72.95365913985738, 72.62236916499265, 71.46014210786664, 69.39881300529967], [72.52926636332674, 72.64421811290009, 72.31621196393219, 71.16574455939032, 69.12481048818711], [72.2240558405179, 72.33785963577796, 72.01310505301758, 70.87427991819294, 68.85353832384615], [71.92188582963271, 72.03455311901533, 71.71301815385648, 70.58571907545901, 68.58496940122983], [71.62272615625872, 71.73426827433431, 71.41592128637272, 70.30003320907805, 68.31907687657126], [71.32654694313648, 71.43697511173659, 71.12178476591208, 70.01719378086482, 68.05583417078711], [71.03331860727947, 71.14264393661192, 70.8305792003752, 69.73717253380553, 67.79521496690545]]","[70.23747784815848, 69.95511889418022, 69.6755732561321, 69.39881300529967, 69.12481048818711, 68.85353832384615, 68.58496940122983, 68.31907687657126, 68.05583417078711, 67.79521496690545]",69.00004272312972,36,"[[2.656120594535632, 2.6604283678030205, 2.648140193853515, 2.6050041952133025, 2.5285492025337053], [2.6446841015746867, 2.6489488580954665, 2.6367824541693285, 2.5940827372430317, 2.518384280190488], [2.633361521241687, 2.6375836899697025, 2.62553786048985, 2.583270070630147, 2.508320637220755], [2.6221517234111587, 2.626331729034866, 2.6144052899397354, 2.5725651158831995, 2.498357268190788], [2.611053589079763, 2.6151918520644033, 2.603383630701559, 2.5619668041380512, 2.488493177574736], [2.6000660102586446, 2.6041629468880068, 2.592471781908633, 2.5514740770549458, 2.4787273796584612], [2.5891878898667775, 2.5932439122845516, 2.5816686535388333, 2.541085886716524, 2.4690588984442736], [2.5784181416253142, 2.582433657876035, 2.570973166309418, 2.53080119552681, 2.4594867675565655], [2.567755689952913, 2.5717311040225175, 2.5603842515728346, 2.5206189761111335, 2.450010030148336], [2.557199469862061, 2.5611351817180292, 2.549900851213507, 2.5105382112169994, 2.440627738808596]]","[13.098242553939174, 13.042882431273, 12.988073779552142, 12.933811126459748, 12.88008905355851, 12.826902195768692, 12.774245240850961, 12.722112928894145, 12.670500051807736, 12.619401452819192]","[22.449584424856507, 22.451210278644233, 22.452126862648626, 22.452256143506574, 22.451517694064215, 22.449828621722027, 22.447103494846523, 22.44325426719748, 22.438190200318274, 22.431817783835314]",0.2278075587536242,24.478310489950466,3000,8.219178082191782,8.219178082191782,0.0,0.0,0.0
3,city hall,11,180,80,288.0,57.6,561.2179625000001,0.0019486734809027783,"[107.38196548892495, 106.3081458340357, 105.24506437569534, 104.1926137319384, 103.150687594619, 102.11918071867281, 101.09798891148608, 100.08700902237122, 99.0861389321475, 98.09527754282603]","[53.1083636666379, 52.21143001091165, 51.323465691742655, 50.444381015765366, 49.57408718654783, 48.71249629562248, 47.85952131360638, 47.01507608141044, 46.179075301536464, 45.351434529461216]","[11.85378677039358, 11.9484270352499, 12.042373143455164, 12.135561059353723, 12.227924427901188, 12.319394505461764, 12.409900088696348, 12.499367441490872, 12.587720219872736, 12.674879394862101]","[[78.31802588761511, 78.45475265706207, 78.06516116913357, 76.69383647456061, 74.2700384561839], [77.95516981645866, 78.0905315308575, 77.70479562343633, 76.34731739944522, 73.9475119354491], [77.59592589597611, 77.7299361618457, 77.3480180817808, 76.00424816007629, 73.62819726132949], [77.24025833122052, 77.37293061989067, 76.99479297558963, 75.66459456366096, 73.31206258238888], [76.88813167869577, 77.01947932764186, 76.6450850857733, 75.32832275325353, 72.99907636039157], [76.5395108429716, 76.66954705713593, 76.29885953935832, 74.9953992045181, 72.68920736727604], [76.19436107332947, 76.3230989264299, 75.95608180614705, 74.66579072252091, 72.38242468215695], [75.8526479604399, 75.9801003962656, 75.61671769540845, 74.3394644385527, 72.0786976883548], [75.5143374330701, 75.64051726676482, 75.2807333525995, 74.0163878069803, 71.77799607045357], [75.1793957548225, 75.30431567415522, 74.9480952561171, 73.6965286021276, 71.48028981138556]]","[74.2700384561839, 73.9475119354491, 73.62819726132949, 73.31206258238888, 72.99907636039157, 72.68920736727604, 72.38242468215695, 72.0786976883548, 71.77799607045357, 71.48028981138556]",72.85655022153699,36,"[[2.8194489319541436, 2.8243710956542345, 2.8103458020888086, 2.760978113084182, 2.67372138442262], [2.806386113392512, 2.81125913511087, 2.7973726424437078, 2.748503426380028, 2.6621104296761677], [2.79345333225514, 2.7982777018264455, 2.7845286509441087, 2.736152933762746, 2.650615101407862], [2.7806492999239385, 2.7854255023160643, 2.7718125471212267, 2.723925404291794, 2.6392342529659993], [2.767972740433048, 2.772701255795107, 2.759223063087839, 2.711819619117127, 2.6279667489740968], [2.7554223903469777, 2.7601036940568933, 2.7467589434168995, 2.699834371362652, 2.6168114652219376], [2.742996998639861, 2.7476315613514766, 2.7344189450212943, 2.687968466010753, 2.6057672885576504], [2.7306953265758365, 2.7352836142655614, 2.7222018370347043, 2.676220719787897, 2.594833116780773], [2.7185161475905235, 2.7230586216035335, 2.710106400693582, 2.664589961051291, 2.5840078585363284], [2.7064582471736096, 2.7109553642695876, 2.698131429220216, 2.6530750296765935, 2.57329043320988]]","[13.888865327203987, 13.825631747003285, 13.763027720196302, 13.701047006619024, 13.639683427407217, 13.57893086440536, 13.518783259581037, 13.459234614444773, 13.400278989475257, 13.341910503549887]","[25.742652097597567, 25.774058782253185, 25.805400863651464, 25.836608065972747, 25.867607855308407, 25.898325369867123, 25.928683348277385, 25.958602055935643, 25.987999209347993, 26.016789898411986]",0.2280201126939385,21.623310797918023,3000,8.219178082191782,8.219178082191782,0.0,0.0,0.0
4,city hall,11,180,90,288.0,57.6,573.1942125,0.001990257682291667,"[120.80471117504055, 119.59666406329015, 118.40069742265725, 117.21669044843067, 116.04452354394635, 114.88407830850689, 113.73523752542184, 112.5978851501676, 111.47190629866593, 110.35718723567928]","[64.32003436321604, 63.31098400052401, 62.312024141458906, 61.32305388098444, 60.3439733231147, 59.37468357082369, 58.41508671605558, 57.46508582983514, 56.52458495247693, 55.59348908389228]","[14.356231669869821, 14.488526223128561, 14.620693203813838, 14.75267710166061, 14.884420215296666, 15.015862584970183, 15.146941923397133, 15.277593544678394, 15.407750291234926, 15.53734245870808]","[[82.8523211662631, 83.00610735225483, 82.5683898597552, 81.0254141581714, 78.3004705884688], [82.44434118333768, 82.59659230785009, 82.16320094208594, 80.63563616331668, 77.93781885764471], [82.04042023128767, 82.19115158920792, 81.76204410477087, 80.24973651438859, 77.57877666122316], [81.64051813310641, 81.78974486748189, 81.36487942120203, 79.86767681466495, 77.22330824181992], [81.24459510533275, 81.39233220886717, 80.97166735619305, 79.48941904369465, 76.87137819289923], [80.852611754279, 80.9988740708144, 80.58236876222097, 79.11492555368822, 76.52295145539912], [80.46452907229377, 80.60933129827782, 80.19694487570277, 78.74415906594129, 76.17799331438786], [80.08030843405876, 80.22366511999796, 79.81535731330573, 78.37708266729078, 75.83646939575118], [79.6999115929196, 79.84183714481829, 79.4375680682921, 78.01365980660375, 75.49834566291017], [79.32330067725009, 79.46380935803558, 79.063539506897, 77.65385429129847, 75.16358841356931]]","[78.3004705884688, 77.93781885764471, 77.57877666122316, 77.22330824181992, 76.87137819289923, 76.52295145539912, 76.17799331438786, 75.83646939575118, 75.49834566291017, 75.16358841356931]",76.71111007840736,36,"[[2.9826835619854712, 2.9882198646811737, 2.9724620349511874, 2.9169149096941704, 2.8188169411848767], [2.9679962826001565, 2.9734773230826033, 2.957875233915094, 2.9028829018794005, 2.8057614788752097], [2.953455128326356, 2.9588814572114854, 2.943433587771751, 2.8889905145179893, 2.7928359598040338], [2.9390586527918305, 2.944430815229348, 2.9291356591632733, 2.875236365327938, 2.7800390967055173], [2.924805423791979, 2.9301239595192183, 2.9149800248229503, 2.8616190855730075, 2.7673696149443723], [2.9106940231540435, 2.9159594665493183, 2.9009652754399546, 2.848137319932776, 2.7548262523943685], [2.8967230466025757, 2.901935926738002, 2.8870900155252994, 2.834789726373886, 2.742407759317963], [2.8828911036261156, 2.888051944319926, 2.873352863279006, 2.821574976022468, 2.7301128982470426], [2.8691968173451055, 2.874306137213458, 2.8597524504585152, 2.8084917530377354, 2.717940443864766], [2.8556388243810034, 2.860697136889281, 2.846287422248292, 2.795538754486745, 2.7058891828884954]]","[14.679097312496879, 14.607993220352464, 14.537596647631617, 14.467900589217907, 14.398898108651526, 14.33058233747046, 14.262946474557726, 14.195983785494558, 14.12968760191958, 14.064051320893817]","[29.0353289823667, 29.096519443481025, 29.158289851445453, 29.220577690878518, 29.283318323948194, 29.346444922440643, 29.40988839795486, 29.47357733017295, 29.537437893154504, 29.6013937796019]",0.22823266663425276,19.460076034579252,3000,8.219178082191782,8.219178082191782,0.0,0.0,0.0
5,city hall,11,180,100,288.0,57.6,585.1704625000001,0.0020318418836805558,"[134.22745686115618, 132.8851822925446, 131.55633046961918, 130.240767164923, 128.93835949327374, 127.648975898341, 126.3724861393576, 125.10876127796402, 123.8576736651844, 122.61909692853254]","[75.5317050597942, 74.41053799013638, 73.30058259117516, 72.20172674620353, 71.1138594596816, 70.03687084602493, 68.97065211850482, 67.91509557825988, 66.87009460341741, 65.83554363832336]","[16.858676569346066, 17.028625411007223, 17.19901326417251, 17.369793143967506, 17.54091600269215, 17.712330664478607, 17.883983758097926, 18.05581964786593, 18.227780362597123, 18.39980552255406]","[[87.38401346193369, 87.55485208010667, 87.06913590112921, 85.35495332462585, 82.32877424501316], [86.93096136660063, 87.10009505585182, 86.61917301620797, 84.92210901336924, 81.92603966076706], [86.48241415153706, 86.64985989235623, 86.1736853047995, 84.49356915260557, 81.52731145581312], [86.0383272781899, 86.20410188263105, 85.7326285018299, 84.06929117528308, 81.13254998359278], [85.59865664323766, 85.762776756576, 85.29595877519142, 83.64923293051912, 80.74171598571012], [85.16335857444011, 85.32584067681337, 84.86363272160554, 83.2333526796277, 80.35477058821539], [84.7323898265256, 84.89325023455905, 84.4356073625236, 82.82160909218274, 79.97167529792256], [84.30570757711536, 84.46496244553143, 84.01184014006458, 82.41396124211713, 79.59239199876043], [83.883269422685, 84.04093474589703, 83.59228891298991, 82.01036860385707, 79.21688294815694], [83.46503337456224, 83.62112498825303, 83.1769119527149, 81.61079104849185, 78.8451107734567]]","[82.32877424501316, 81.92603966076706, 81.52731145581312, 81.13254998359278, 80.74171598571012, 80.35477058821539, 79.97167529792256, 79.59239199876043, 79.21688294815694, 78.8451107734567]",80.56372229374081,36,"[[3.145824484629613, 3.1519746748838404, 3.1344888924406518, 3.0727783196865306, 2.963835872820474], [3.1295146091976225, 3.1356034220106657, 3.1182902285834873, 3.057195924481293, 2.949337427787614], [3.113366909455334, 3.1193949561248244, 3.1022526709727822, 3.0417684894938004, 2.9349832124092723], [3.0973797820148365, 3.103347667774718, 3.0863746260658758, 3.026494482310191, 2.9207717994093403], [3.081551639156556, 3.0874599632367365, 3.0706545159068916, 3.0113723854986887, 2.906701775485564], [3.065880908679844, 3.0717302643652813, 3.0550907779778, 2.9964006964665972, 2.892771741175754], [3.050366033754922, 3.056157008444126, 3.03968186505085, 2.9815779273185785, 2.878980310725212], [3.0350054727761533, 3.040738648039131, 3.0244262450423247, 2.9669026047162164, 2.8653261119553757], [3.01979769921666, 3.0254736508522933, 3.009322400867637, 2.952373269738855, 2.85180778613365], [3.0047412014842405, 3.010360499577109, 2.9943688302977365, 2.937988477745707, 2.838423987844441]]","[15.468902244461109, 15.389941612060682, 15.311766238456013, 15.234368357574962, 15.157740279284436, 15.081874388665277, 15.00676314529369, 14.932399082529201, 14.858774806809095, 14.785882996949233]","[32.32757881380718, 32.41856702306791, 32.51077950262852, 32.604161501542464, 32.69865628197658, 32.794205053143884, 32.890746903391616, 32.98821873039513, 33.08655516940622, 33.185688519503294]",0.22844522057456698,17.764350130921855,3000,8.219178082191782,8.219178082191782,0.0,0.0,0.0
6,city hall,11,180,50,680.96,136.192,1068.58635,0.0015692351239426693,"[67.11372843057809, 66.4425911462723, 65.77816523480959, 65.1203835824615, 64.46917974663687, 63.8244879491705, 63.1862430696788, 62.55438063898201, 61.9288368325922, 61.30954846426627]","[19.18452885333808, 18.63225971999654, 18.08551327798843, 17.544234300400397, 17.00836811258823, 16.4778605866542, 15.952658135979506, 15.432707709811556, 14.917956787905293, 14.408353375218086]","[4.281986840065059, 4.263935994851661, 4.243526746470082, 4.2206708121877154, 4.1952772451469125, 4.167252360483832, 4.136499659480544, 4.1029197516992895, 4.066410275046268, 4.026865813711078]","[[124.44833450968821, 124.6492027572632, 124.351126976997, 123.59316756942678, 121.9800678738591], [124.22451781162303, 124.42509911625301, 124.12881444595345, 123.37942038397594, 121.78125912708941], [124.0032706308919, 124.20323458992205, 123.90872321199356, 123.16780887610417, 121.5847951356963], [123.78443725435262, 123.98358682536596, 123.69083109852821, 122.95868601510351, 121.39029424882118], [123.56779037159019, 123.76623340518735, 123.47511615001018, 122.7517720502272, 121.19796157672502], [123.35330815428263, 123.55146213414186, 123.26183461433928, 122.54692553666736, 121.00783618288729], [123.1409689916625, 123.33883680352476, 123.0508999037009, 122.34412583350866, 120.81961059842322], [122.93075148835588, 123.12833598920017, 122.84207288769949, 122.14335250557626, 120.63326585398592], [122.7226344622427, 122.91993848057176, 122.63533252227285, 121.9449996179844, 120.44878316934988], [122.51659694233797, 122.71362327846124, 122.43065797314495, 121.74870808630345, 120.2661439515312]]","[121.9800678738591, 121.78125912708941, 121.5847951356963, 121.39029424882118, 121.19796157672502, 121.00783618288729, 120.81961059842322, 120.63326585398592, 120.44878316934988, 120.2661439515312]",121.11100177183684,36,"[[4.480140042348776, 4.487371299261475, 4.476640571171892, 4.449354032499365, 4.391282443458928], [4.47208264121843, 4.4793035681851086, 4.468637320054325, 4.4416591338231335, 4.384125328575219], [4.464117742712109, 4.471316445237194, 4.460714035631768, 4.43404111953975, 4.377052624885066], [4.456239741156695, 4.4634091257131745, 4.452869919547016, 4.4265126965437265, 4.370050592957562], [4.4484404533772475, 4.455584402586745, 4.4451041814003664, 4.41906379380818, 4.3631266167621], [4.440719093554175, 4.447852636829107, 4.437426046116214, 4.4116893193200255, 4.356282102583942], [4.433074883699851, 4.440198124926891, 4.429832396533232, 4.404388530006312, 4.349505981543236], [4.425507053580812, 4.432620095611206, 4.422314623957182, 4.397160690200745, 4.342797570743493], [4.418014840640737, 4.425117785300583, 4.414871970801823, 4.390019986247438, 4.336156194096596], [4.410597489924167, 4.417690438024605, 4.407503687033218, 4.382953491106925, 4.329581182255123]]","[22.284788388740434, 22.245807991856214, 22.207241968005885, 22.169082075918176, 22.131319447934644, 22.093969198403464, 22.05699991670952, 22.020400034093438, 21.984180777087175, 21.948326288344038]","[26.566775228805493, 26.509743986707875, 26.450768714475966, 26.389752888105892, 26.326596693081555, 26.261221558887296, 26.193499576190064, 26.123319785792727, 26.05059105213344, 25.975192102055118]",0.24741911848676718,41.01955455220737,4000,10.95890410958904,10.0,0.0,0.0,0.0
7,city hall,11,180,60,680.96,136.192,1080.5626000000002,0.0015868224271616545,"[80.5364741166937, 79.73110937552676, 78.93379828177149, 78.14446029895377, 77.36301569596424, 76.5893855390046, 75.82349168361455, 75.0652567667784, 74.31460419911062, 73.57145815711951]","[30.229911520168724, 29.567188560158883, 28.91109282974914, 28.261558056643498, 27.61851863126891, 26.98190960014807, 26.351666659338438, 25.727726147936902, 25.11002504164938, 24.49850094642473]","[6.747316251301659, 6.766361217739139, 6.783605961686347, 6.798970599355338, 6.81237270921205, 6.823727259996757, 6.83294653680644, 6.839940065188309, 6.844614533192355, 6.84687371132949]","[[128.96189168290067, 129.15336948097587, 128.82435245409917, 127.88372389092504, 125.9742397337534], [128.6900625795748, 128.88222616308977, 128.55438606354693, 127.62562980604562, 125.73435178531356], [128.42094900024446, 128.6137915062033, 128.28711669738811, 127.37041291149103, 125.4968604564366], [128.1545238447338, 128.34803847887287, 128.0225174379051, 127.11794049460786, 125.26174182589926], [127.8907602827729, 128.08518446147778, 127.76056163551212, 126.86799031749402, 125.0289722107957], [127.62963175132055, 127.82522236892068, 127.50141890831904, 126.62053720719132, 124.79852816417188], [127.37149937760186, 127.56785734025482, 127.2452557098981, 126.37555624148739, 124.57038647268371], [127.11605208094787, 127.31306345572622, 126.992531893479, 126.13302274642764, 124.34452415427785], [126.86335807745843, 127.06081505376594, 126.74266416665142, 125.89291229385202, 124.12091845589579], [126.61348102027301, 126.81139716372265, 126.49546968712872, 125.65520069895575, 123.89954685120017]]","[125.9742397337534, 125.73435178531356, 125.4968604564366, 125.26174182589926, 125.0289722107957, 124.79852816417188, 124.57038647268371, 124.34452415427785, 124.12091845589579, 123.89954685120017]",124.92300701104281,36,"[[4.6426281005844245, 4.649521301315131, 4.63767668834757, 4.603814060073301, 4.535072630415122], [4.632842252864693, 4.639760141871232, 4.62795789828769, 4.594522673017643, 4.526436664271288], [4.623154164008801, 4.630096494223319, 4.618336201105972, 4.585334864813677, 4.5178869764317175], [4.6135628584104165, 4.620529385239423, 4.6088106277645835, 4.576245857805883, 4.509422705732374], [4.604067370179825, 4.611066640613201, 4.599380218878436, 4.567247651429785, 4.501042999588646], [4.59466674304754, 4.601708005281145, 4.590051080699485, 4.558339339458888, 4.492747013910188], [4.585373977593667, 4.592442864249174, 4.580829205556332, 4.549520024693546, 4.484533913016614], [4.576177874914123, 4.583270284406145, 4.571731148165244, 4.540788818871396, 4.476402869554002], [4.567080890788504, 4.574189341935574, 4.562735909999451, 4.532144842578672, 4.468353064412248], [4.558085316729828, 4.565210297894015, 4.553836908736634, 4.523587225162407, 4.4603836866432065]]","[23.06871278073555, 23.021519630312547, 22.974808700583488, 22.92857143495268, 22.882804880689893, 22.837512182397248, 22.79269998510933, 22.74837099591091, 22.70450404971445, 22.66110343516609]","[29.816029032037207, 29.787880848051685, 29.758414662269836, 29.72754203430802, 29.69517758990194, 29.661239442394006, 29.62564652191577, 29.58831106109922, 29.549118582906807, 29.50797714649558]",0.24750530105806479,36.56384269199934,4000,10.95890410958904,10.0,0.0,0.0,0.0
